,biol_act,num_of_crit_points,num_of_3_minus_1,num_of_3_plus_1,num_of_3_plus_3,sum_rol,sum_roe,sum_rolroe,sum_rolroe_ala,sum_rolroe_arg,sum_rolroe_asn,sum_rolroe_asp,sum_rolroe_cys,sum_rolroe_glu,sum_rolroe_gln,sum_rolroe_gly,sum_rolroe_his,sum_rolroe_ile,sum_rolroe_leu,sum_rolroe_lys,sum_rolroe_met,sum_rolroe_phe,sum_rolroe_pro,sum_rolroe_ser,sum_rolroe_thr,sum_rolroe_trp,sum_rolroe_tyr,sum_rolroe_val,sum_rolroe_hoh,sum_rol_h,sum_rol_c,sum_rol_n,sum_rol_o,sum_rol_f,sum_rol_p,sum_rol_s,sum_rol_cl,sum_rol_br,sum_rol_i,yon_3_minus_1,yon_3_plus_1,yon_3_plus_3,yon_rolroe_ala,yon_rolroe_arg,yon_rolroe_asn,yon_rolroe_asp,yon_rolroe_cys,yon_rolroe_glu,yon_rolroe_gln,yon_rolroe_gly,yon_rolroe_his,yon_rolroe_ile,yon_rolroe_leu,yon_rolroe_lys,yon_rolroe_met,yon_rolroe_phe,yon_rolroe_pro,yon_rolroe_ser,yon_rolroe_thr,yon_rolroe_trp,yon_rolroe_tyr,yon_rolroe_val,yon_rolroe_hoh,yon_rol_h,yon_rol_c,yon_rol_n,yon_rol_o,yon_rol_f,yon_rol_p,yon_rol_s,yon_rol_cl,yon_rol_br,yon_rol_i
4cpw,7.5,69,52,17,0,2.1939555000000004,1.9534424999999997,4.147398,0.1868377,0.0497171,0.0,1.5145227,0.0,0.0,0.0,1.2618613,0.0,0.2293031,0.0527108,0.0,0.0,0.0778269,0.12137559999999999,0.0,0.0366089,0.0,0.0,0.016948400000000002,0.5996855,3.1562138000000006,0.2931723,0.0,0.6980119,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0
4dfg,11.74,109,78,31,0,8.104682299999999,6.548668299999999,14.653350599999998,0.2261816,0.04408820000000001,0.0,1.3728976,0.0,0.0,0.0,1.1711554999999998,0.0,0.8584311,0.0409328,0.0,0.0,0.0,0.1925692,0.0,0.0,0.0,0.0,0.22450240000000002,10.522592199999998,5.6701679,4.2901398,0.0222497,4.636403700000001,0.0,0.0,0.0343895,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0
4djo,11.52,104,77,26,1,2.3632564999999994,2.3788681,4.7421245999999995,0.1635558,0.0266556,0.0,1.6192933,0.0,0.0,0.0,0.8012331,0.0,1.2484887999999998,0.03890880000000001,0.0,0.0,0.0,0.2286972,0.0,0.0,0.0,0.0,0.1736871,0.4416049,2.5959147000000002,0.47828459999999995,0.016707,1.4086138999999998,0.0,0.0,0.0409779,0.2016265,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0
4djp,10.55,105,73,31,1,2.2736971,2.2498238,4.5235209,0.1346021,0.0,0.0,1.7426307,0.0,0.0,0.0,0.8646466,0.0,1.0828944,0.014655,0.0,0.0,0.0,0.18132969999999998,0.0,0.0,0.0,0.0,0.20988740000000003,0.292875,3.0695602000000006,0.3386386,0.0,1.1153221,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
4djq,10.32,99,76,23,0,2.1928372,2.1169394,4.3097766,0.19177879999999997,0.0478881,0.0,1.5874763,0.0,0.0,0.0,0.7491753000000001,0.0,0.8525290999999999,0.0223816,0.0,0.0,0.0,0.1673552,0.0,0.0,0.0,0.0,0.1217978,0.5693944,2.6061957,0.4114319,0.0,1.2563998,0.0,0.0,0.035749199999999995,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0
4djr,11.52,99,73,25,1,2.3813714,2.3027195000000003,4.6840909,0.1745276,0.0,0.0,1.5435243,0.0,0.0,0.0,0.9754603,0.0,0.7032954,0.0611366,0.0,0.0,0.0,0.14492159999999998,0.0,0.0,0.0,0.0,0.2429335,0.8382916,2.7122390000000003,0.4072139,0.2734336,1.1489103999999999,0.0,0.0,0.14229399999999998,0.0,0.0,0.0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0
4ej8,5.39,20,14,6,0,0.5033685,0.48671469999999994,0.9900831999999999,0.0,0.133549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3334034,0.0,0.0,0.123002,0.0,0.0,0.0397701,0.0,0.14953349999999999,0.21082520000000002,0.3920021,0.32951939999999996,0.0544313,0.2141304,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
4ejl,5.14,27,14,12,1,0.5839106,0.5598399000000001,1.1437505,0.0,0.1163557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42399889999999996,0.0317307,0.0,0.15521020000000002,0.0,0.0,0.058052400000000004,0.0,0.2350832,0.1233194,0.5632143999999999,0.3757669,0.1324365,0.0723327,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0
4hdb,8.05,94,70,24,0,9.5140077,8.3132438,17.827251500000003,0.201447,0.0593157,0.9486318000000001,1.1855596,0.0,0.0,0.0,1.0947821,0.0,0.913588,0.10652980000000001,0.0,0.0,0.0,0.13622220000000002,0.0,0.0,0.0,0.0,0.2193566,12.961818699999998,5.8422956,4.1607009,0.0,7.796724299999999,0.0,0.0,0.027530699999999998,0.0,0.0,0.0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0
4hdf,8.49,88,68,20,0,8.1657485,6.2802417,14.4459902,0.4069676,0.044712800000000004,0.0,1.7162797999999997,0.0,0.0,0.0,0.7842079,0.0,0.7287873,0.0636934,0.0,0.0,0.0,0.1762035,0.0,0.0,0.0,0.0,0.0462336,10.4789043,2.9095199000000003,3.3378177000000004,0.0,8.1739289,0.0,0.0,0.0247237,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0
4hdp,7.51,103,71,31,1,2.3013703000000008,2.3560344,4.657404700000001,0.3023782,0.0659372,0.0,1.6194386,0.0,0.0,0.0,0.9043460000000001,0.0,0.5575454,0.0497054,0.0,0.0,0.0,0.2546937,0.0,0.0,0.0,0.0,0.4243866,0.47897360000000005,2.8322683,0.46943580000000007,0.0,1.3557006,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
4heg,8.92,97,71,26,0,6.1073701,4.8413977,10.948767799999999,0.2910757,0.0,0.0,1.9048734999999999,0.0,0.0,0.0,0.9755134,0.0,0.7624526,0.0587079,0.0,0.0,0.0,0.21100219999999997,0.0,0.0,0.0,0.0,0.08869070000000001,6.6564518,3.0106873999999997,3.2928449,0.0,4.6204918,0.0,0.0,0.0247437,0.0,0.0,0.0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0
4hla,10.8,76,50,24,2,2.3482164999999995,2.3084010000000004,4.656617499999999,0.3608466,0.1230466,0.0,1.6342661,0.0,0.0,0.0,0.7774851,0.0,0.8053606,0.0347233,0.0,0.0,0.0,0.080878,0.0,0.0,0.0,0.0,0.1593016,0.6807096000000001,3.2540769000000003,0.3313069,0.0,1.0712337,0.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
4i8w,10.9,78,52,26,0,2.3205718,2.4642060999999997,4.7847779,0.3072392,0.0,0.0,1.7541906999999999,0.0,0.0,0.0,0.7745153999999999,0.0,0.8974483999999999,0.0619209,0.0,0.0,0.0,0.2474246,0.0,0.0,0.0,0.0,0.1690632,0.5729755000000001,2.4066205,0.24942760000000003,0.0,2.1287298000000003,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
4i8z,11.05,72,54,18,0,1.9912907,2.026984,4.0182747,0.43249400000000005,0.0702584,0.0,1.3033332,0.0,0.0,0.0,0.7768083,0.0,0.6471947,0.0908758,0.0,0.0,0.0,0.10276450000000001,0.0,0.0,0.0,0.0,0.2010049,0.39354089999999997,2.2862386,0.29300909999999997,0.0,1.4089009000000003,0.0,0.0,0.030126100000000003,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0
4kb9,11.0,121,85,35,1,7.290289,6.5745319,13.8648209,0.2056581,0.09384120000000001,0.0,1.7614252999999997,0.0,0.0,0.0,0.9531228999999999,0.0,1.1037239,0.0479294,0.0,0.0,0.0,0.2250784,0.0,0.0,0.0,0.0,0.3103196,9.163722100000001,4.8740534,3.7421537,0.0,5.2242003,0.0,0.0,0.0244135,0.0,0.0,0.0,1,1,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0
4ll3,11.57,33,28,5,0,2.8974727000000002,2.5224952000000003,5.4199679000000005,0.0260426,0.0,0.0,0.8920461,0.0,0.0,0.0,0.20532899999999998,0.0,0.101466,0.0139893,0.0,0.0,0.0,0.0283375,0.0,0.0,0.0,0.0,0.019675199999999997,4.1330822,0.0,2.408328,0.2082207,2.8034192,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0
4mc1,7.85,32,27,5,0,0.614213,0.6225999,1.2368128999999999,0.014839399999999999,0.0,0.0,0.6502713,0.0,0.0,0.0,0.2649143,0.0,0.05974,0.0,0.0,0.0,0.0,0.014865,0.0,0.0,0.0,0.0,0.058012900000000006,0.17417,0.2206254,0.32963390000000004,0.026698600000000003,0.5175373,0.1423177,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0
4mc2,8.19,55,45,10,0,1.2701882999999996,1.2136391999999998,2.4838274999999994,0.038912499999999996,0.0275562,0.0,1.1368424000000001,0.0,0.0,0.0,0.5247264,0.0,0.1479143,0.0301289,0.0,0.0,0.0,0.06489,0.0,0.0,0.0,0.0,0.14965430000000002,0.3632025,1.7625640000000002,0.0867171,0.0,0.37866540000000004,0.255881,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0
4mc6,9.59,65,55,10,0,1.9036739999999999,1.6612295,3.5649035,0.09441440000000001,0.1112392,0.0,0.9022799000000001,0.0,0.0,0.0,0.6064248999999999,0.0,0.19884639999999998,0.0686966,0.0,0.0,0.0,0.06490879999999999,0.0,0.0,0.0,0.0,0.126779,1.3913143,2.9839111,0.1265809,0.0,0.2557626,0.1986489,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0
4mc9,9.44,60,47,13,0,1.5258941999999995,1.4485717999999999,2.9744659999999996,0.07026460000000001,0.0561035,0.0,1.0898877,0.0,0.0,0.0,0.6599101,0.0,0.171512,0.060301499999999994,0.0,0.0,0.0,0.0609316,0.0,0.0,0.0,0.0,0.1244339,0.6811210999999999,2.1034800000000002,0.1712461,0.0,0.48048260000000004,0.2192573,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0
4q1w,11.7,62,49,13,0,1.4697692999999998,1.3990056000000002,2.8687749,0.0694757,0.0538651,0.0,1.4752586,0.0,0.0,0.0,0.6288578,0.0,0.1995955,0.0,0.0,0.0,0.0,0.0192097,0.0,0.0,0.0,0.0,0.056981199999999996,0.3655313,1.8390963,0.2221074,0.0,0.8075711999999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
4q1x,11.15,65,56,9,0,1.6193503,1.5524676999999998,3.171818,0.0618862,0.10153290000000001,0.0,1.5641125,0.0,0.0,0.0,0.595345,0.0,0.3427774,0.0385821,0.0,0.0,0.0,0.0451064,0.0,0.0,0.0,0.0,0.0434382,0.3790373,2.0476045,0.15027610000000002,0.100655,0.8732824000000001,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
4q1y,10.35,60,50,10,0,1.5359178,1.4372013,2.9731191,0.0789514,0.048894999999999994,0.0,1.3759539000000003,0.0,0.0,0.0,0.7748311999999999,0.0,0.2027601,0.040285600000000005,0.0,0.0,0.0,0.0244664,0.0,0.0,0.0,0.0,0.0224552,0.4045203,2.0550807,0.0676078,0.09419079999999999,0.7562397999999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
4qgi,3.9,73,58,15,0,1.8343997,1.7219626,3.5563623,0.07831260000000001,0.0506664,0.0,1.2682324999999999,0.0,0.0,0.0,0.5646371,0.0,0.3645777,0.0283273,0.0,0.0,0.0,0.1230367,0.0,0.37239999999999995,0.0,0.0,0.0936447,0.6125273,2.6715590000000002,0.11201240000000001,0.0,0.7727909000000001,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0
4u8w,11.24,63,49,14,0,1.6387301,1.5956830999999998,3.2344131999999997,0.0443626,0.027849600000000002,0.0,1.245679,0.0,0.0,0.0,0.9165678,0.0,0.3655346,0.0505955,0.0,0.0,0.0,0.0350225,0.0,0.0,0.0,0.0,0.0876481,0.4611535,1.9864609000000002,0.1542748,0.1010346,0.6701477,0.3032867,0.0,0.0192085,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0
4zip,9.68,73,62,11,0,1.6339365,1.5754120999999999,3.2093485999999998,0.038154400000000005,0.1170014,0.0,1.3271557,0.0,0.0,0.0,0.501574,0.0,0.31403269999999994,0.018406699999999998,0.0,0.0,0.0,0.06689,0.0,0.0,0.0,0.0,0.1304597,0.6956739999999999,2.227498,0.1541746,0.0317027,0.7818345,0.0,0.0,0.0141388,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0
4zls,9.09,65,53,12,0,1.4195742,1.2844316,2.7040058,0.0626311,0.026794199999999997,0.0,1.1389405,0.0,0.0,0.0,0.7258429,0.0,0.15204689999999998,0.077192,0.0,0.0,0.0,0.08383270000000001,0.0,0.0,0.0,0.0,0.0563328,0.38039270000000003,1.7866090999999997,0.4322735,0.0,0.4851232,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
5bry,11.82,66,52,14,0,2.205511,2.0158582999999997,4.221369299999999,0.0408224,0.0,0.0,1.3314659999999998,0.0,0.0,0.0,0.9006898999999999,0.0,0.24793610000000002,0.039319599999999996,0.0,0.0,0.0,0.1284482,0.0,0.0,0.0,0.0,0.092608,1.4400791000000002,3.0444307,0.3383317,0.0,0.8229594,0.0,0.0,0.0156475,0.0,0.0,0.0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0
5bs4,11.0,66,52,14,0,1.9179975999999999,1.8528712999999999,3.7708689,0.0691871,0.0,0.0,1.8592268,0.0,0.0,0.0,0.6535691,0.0,0.24303740000000001,0.0440387,0.0,0.0,0.0,0.06905220000000001,0.0,0.0,0.0,0.0,0.021379,0.8113786000000001,2.6298182,0.1445866,0.1783303,0.8181338,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
5dgu,11.35,68,53,15,0,1.6369536,1.5143613,3.1513149,0.0672335,0.0,0.0,1.3994963,0.0,0.0,0.0,0.711133,0.0,0.22117530000000002,0.020763499999999997,0.0,0.0,0.0,0.0654033,0.0,0.0,0.0,0.0,0.0855698,0.5805402,1.9308222000000002,0.1991486,0.0,1.0213440999999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
5dgw,11.05,66,52,14,0,1.7599184,1.6546731000000001,3.4145915000000002,0.06801960000000001,0.023913700000000003,0.0,1.4884582000000002,0.0,0.0,0.0,0.8317714,0.0,0.2103752,0.0225987,0.0,0.0,0.0,0.0535628,0.0,0.0,0.0,0.0,0.09333169999999999,0.6225601999999999,2.2682246,0.25261999999999996,0.0,0.8937469,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
5jfp,9.32,67,54,13,0,1.4467419,1.377288,2.8240299,0.0390209,0.0297179,0.0,1.2402281999999998,0.0,0.0,0.0,0.6565667000000001,0.0,0.2966719,0.017061600000000003,0.0,0.0,0.0,0.028214200000000002,0.0,0.0169029,0.0,0.0,0.1296575,0.36998809999999993,1.8618234999999999,0.15457089999999998,0.0,0.8076355,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0
5jfu,8.07,63,51,12,0,1.3998966999999998,1.3855498999999996,2.7854465999999993,0.0369904,0.018924999999999997,0.0,1.2600771,0.0,0.0,0.0,0.7040172,0.0,0.28933050000000005,0.0,0.0,0.0,0.0,0.0871426,0.0,0.0719328,0.0,0.0,0.0991518,0.2178792,1.8408798000000002,0.1008192,0.0,0.8437476,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0
5jg1,8.72,66,55,11,0,1.4387915000000002,1.399452,2.8382435,0.065248,0.0589751,0.0,1.3224339,0.0,0.0,0.0,0.6556745,0.0,0.28593140000000006,0.017458,0.0,0.0,0.0,0.0210449,0.0,0.0240533,0.0,0.0,0.0915514,0.29587299999999994,1.8706999,0.1052565,0.0,0.8622871000000001,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0
5kqx,8.44,60,51,9,0,1.7073108000000001,1.6495749999999998,3.3568857999999997,0.0439835,0.0260657,1.0257113,0.3831056,0.0,0.0,0.0,0.6740452,0.0,0.4189562000000001,0.0156738,0.0,0.0,0.0,0.1323414,0.0,0.0226435,0.0,0.0,0.08576210000000001,0.5285975,2.5166437,0.0550886,0.1066097,0.6785438000000001,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0
5kqy,9.29,56,46,10,0,1.531804,1.4313088999999999,2.9631128999999996,0.0381992,0.0,1.0463585,0.6196606,0.0,0.0,0.0,0.6196216,0.0,0.2224955,0.0327535,0.0,0.0,0.0,0.0391148,0.0,0.0,0.0,0.0,0.0394898,0.3054194,1.9675177000000001,0.2117173,0.0253696,0.7585083000000001,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
5kr0,9.15,51,43,8,0,1.1962502000000002,1.1687627,2.3650129,0.0570359,0.0,0.7598969,0.4067038,0.0,0.0,0.0,0.6085751,0.0,0.1470902,0.0194719,0.0,0.0,0.0,0.0359301,0.0,0.0,0.0,0.0,0.0690943,0.2612147,1.7435061,0.0549848,0.0,0.566522,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
5ult,10.85,62,47,15,0,3.7707074,1.717941,5.4886484,0.0863206,0.0,0.0,3.641625,0.0,0.0,0.0,0.7400174,0.0,0.2718825,0.019679500000000003,0.0,0.0,0.0,0.1386141,0.0,0.0,0.0,0.0,0.0980388,0.49247050000000003,4.4823187,0.14427240000000002,0.0,0.8465332000000001,0.0,0.0,0.015524099999999999,0.0,0.0,0.0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0
5uov,10.6,75,59,16,0,1.7642307000000002,1.6938330000000001,3.4580637000000003,0.0247632,0.2558543,0.0,1.4629942,0.0,0.0,0.0,0.5684043999999999,0.0,0.1768182,0.1433654,0.0,0.0,0.0,0.027662199999999998,0.0,0.0,0.0,0.0,0.121734,0.6764678,2.3255785,0.1503401,0.094031,0.8032414000000001,0.0,0.0,0.0848727,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0
5upz,9.2,77,62,15,0,1.7805237000000003,1.6877523000000003,3.4682760000000004,0.0508387,0.3074151,0.0,1.2137537,0.0,0.0,0.0,0.7020047,0.0,0.192689,0.07876910000000001,0.0,0.0,0.0,0.025997600000000003,0.0,0.0,0.0,0.0,0.138802,0.7580061,2.2153703,0.269016,0.1272606,0.8566291,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
5wlo,10.82,63,53,10,0,1.3719514,1.3134568,2.6854082,0.0437926,0.1203811,0.0,1.1806725999999998,0.0,0.0,0.0,0.6063682000000001,0.0,0.1832215,0.017865100000000002,0.0,0.0,0.0,0.0453133,0.0,0.0,0.0,0.0,0.0477989,0.43999489999999997,1.781888,0.13030740000000002,0.0,0.7732127999999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0
6b4n,10.55,60,52,8,0,1.3420296999999999,1.317503,2.6595326999999997,0.075928,0.0,0.0,1.3259554000000002,0.0,0.0,0.0,0.5568413,0.0,0.18922270000000002,0.036446,0.07127040000000001,0.0,0.0,0.0325799,0.0,0.0,0.0,0.0,0.06427849999999999,0.30701049999999996,1.6131501,0.0768971,0.0636549,0.9058305999999999,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
6cdj,11.7,71,55,16,0,1.9793422,1.8820480999999998,3.8613903,0.0770082,0.038935899999999996,0.0,2.1079499000000004,0.0,0.0,0.0,0.7718970999999999,0.0,0.23271170000000002,0.038234500000000005,0.0239515,0.0,0.0,0.0619723,0.0,0.0,0.0,0.0,0.039507799999999996,0.4692214,2.5185494999999998,0.11813939999999999,0.1390558,0.9304361999999999,0.09618550000000001,0.0,0.059023900000000004,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0
6cdl,10.92,78,59,19,0,1.9280946999999997,1.8414475999999997,3.7695422999999995,0.0652428,0.0880292,0.0,1.8132110000000001,0.0,0.0,0.0,0.7627418,0.0,0.3031347,0.033855899999999994,0.0,0.0,0.0,0.0297698,0.0,0.0,0.0,0.0,0.2106934,0.4628637,2.4614882,0.1768545,0.1286677,0.9179566000000001,0.08457529999999999,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0
6dh1,10.58,70,56,14,0,1.9414926000000003,1.8203266,3.7618192000000006,0.1001633,0.0712303,0.0,1.7711981,0.0,0.0,0.0,0.7255492,0.0,0.2303887,0.0162152,0.0,0.0,0.0,0.0487669,0.0,0.0,0.0,0.0,0.1521256,0.6461819,2.6403014000000002,0.0828441,0.12634610000000002,0.9123276,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
6dh2,10.89,69,55,14,0,1.9964270000000002,1.8856716,3.8820986,0.0954447,0.056341199999999994,0.0,1.7542699,0.0,0.0,0.0,0.7924663,0.0,0.305886,0.0,0.0,0.0,0.0,0.0839283,0.0,0.0,0.0,0.0,0.1533892,0.6403730000000001,2.7727535,0.11832110000000001,0.1294421,0.8615819,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
6dh6,9.93,62,48,14,0,1.8323383000000002,1.729783,3.5621213000000003,0.0989926,0.0226142,0.0,1.8795510000000002,0.0,0.0,0.0,0.7271901999999999,0.0,0.1204591,0.0179052,0.0,0.0,0.0,0.0330842,0.0,0.0,0.0,0.0,0.1739344,0.4883904,2.1939779999999995,0.18914519999999999,0.1259456,1.0530525,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
6dh7,9.88,69,54,15,0,1.9885384999999998,1.8371119,3.8256504,0.1273937,0.045705800000000005,0.0,1.8321425,0.0,0.0,0.0,0.7814888,0.0,0.0832328,0.039521600000000004,0.0,0.0,0.0,0.0509797,0.0,0.0,0.0,0.0,0.1624508,0.7027346999999999,2.5642028999999997,0.1302876,0.16307280000000002,0.9680871,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0
